종류,학원지정번호,학원명,도로명주소,도로명 상세 주소,분야명,교습계열명,교습과정목록명,,정원합계,일시수용능력합계,,인당수강료,,,,,,,,
학원,3000038886,리드101서이영어학원,서울특별시 서초구 사임당로 158,", 406호 (서초동, 리더스원 상가)",입시.검정 및 보습,보통교과,"보습,",보습,1000,71,,Y,N,6629,개원,20210422,,99991231,20210422,20231018
교습소,3000038887,에이블수학교습소,서울특별시 서초구 동광로12가길 25,", 3층 전체 (방배동)",입시.검정 및 보습,보통교과,,보습,76,9,,Y,N,6568,개원,20210421,,99991231,20210421,20231018
교습소,3000038894,레브빈바이올린스튜디오음악교습소,서울특별시 서초구 서운로 207,", 224호 일부(우측) (서초동, 삼호종합상가)",예능(대),예능(중),,음악,1,1,,Y,N,6608,개원,20210422,,99991231,20210422,20231018
학원,3000038901,티엘영어학원,서울특별시 서초구 사임당로 143,", 403,404호 (서초동, Cross 143)",입시.검정 및 보습,보통교과,"보습,",보습,30,75,,Y,N,6624,개원,20210426,,99991231,20210426,20231018
학원,3000038914,서초크라센방배고등관영어학원,서울특별시 서초구 효령로 181,", 302호 502호 (서초동, 영일빌딩)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,1260,127,,Y,N,6667,개원,20210428,,99991231,20210428,20231018
학원,3000038931,서초발레캐슬아카데미학원,서울특별시 서초구 태봉로 68,", 401호 (우면동, 우면프라자Ⅱ)",예능(대),예능(중),"무용,",무용,42,49,,Y,N,6764,개원,20210430,,99991231,20210430,20231018
교습소,3000038959,그림정원미술교습소,서울특별시 서초구 방배로42길 28,", 1층 일부(우측) (방배동)",예능(대),예능(중),,미술,16,4,,Y,N,6584,개원,20210504,,99991231,20210504,20231018
교습소,3000038967,삼성영어서일영어교습소,서울특별시 서초구 남부순환로339길 47-1,", 203호 (서초동, 현우빌딩)",입시.검정 및 보습,보통교과,영어(초등),보습,21,6,,Y,N,6725,개원,20210507,,99991231,20210507,20231018
교습소,3000038990,한우리독서토론반포4동논술교습소,서울특별시 서초구 사평대로 122,", 301호 (반포동, 주영빌딩)",입시.검정 및 보습,보통교과,,보습?논술,6,3,,Y,N,6576,개원,20210511,,99991231,20210511,20231018
학원,3000039011,반포세정스카이관학원,서울특별시 서초구 반포대로 306,", 1층 (잠원동, 우진빌딩)",입시.검정 및 보습,보통교과,보습?논술,보습?논술,4420,267,,Y,N,6509,개원,20210513,,99991231,20210513,20231105
교습소,3000039036,e오일러수학교습소,서울특별시 서초구 동광로 7-4,", 2층 일부 (방배동, 다물빌딩)",입시.검정 및 보습,보통교과,수학(중등),보습,112,7,"수학(중등):290000, 수학(중등):390000, 수학(고등):340000, 수학(고등):440000, 수학(고등):350000, 수학(고등):420000, 수학(고등):400000, 수학(고등):500000, 수학(고등):600000, 수학(고등):700000, 수학(고등):650000, 수학(고등):520000, 수학(초등):190000, 수학(초등):190000, 수학(고등):500000, 수학(고등):210000",Y,N,6560,개원,20210518,,99991231,20210518,20231018
교습소,3000039052,박정인영어교습소,서울특별시 서초구 신반포로 165,", 2층 56호, 73호, 74호, 75호, 84호일부 (잠원동, 반포쇼핑타운)",입시.검정 및 보습,보통교과,,보습,24,6,,Y,N,6512,개원,20210513,,99991231,20210513,20231018
학원,3000039053,뉴톤제스학원,서울특별시 서초구 반포대로 287,", 412호 (반포동, 래미안퍼스티지 중심상가)",입시.검정 및 보습,보통교과,"보습,",보습,74,81,,Y,N,6547,개원,20210506,,99991231,20210506,20231018
교습소,3000039071,두개세개아동미술교습소,서울특별시 서초구 사임당로 158,", 207호 (서초동, 리더스원 상가)",예능(대),예능(중),미술A,미술,8,4,"미술A:64000, 미술B:48000",Y,N,6629,개원,20210518,,99991231,20210518,20231018
교습소,3000039084,리드인서초우면점독서논술교습소,서울특별시 서초구 태봉로 70,", 204호 (우면동, 우면프라자)",입시.검정 및 보습,보통교과,논솔,보통교과,27,9,,Y,N,6764,개원,20210525,,99991231,20210525,20231018
교습소,3000039137,노정현수학교습소,서울특별시 서초구 성촌1길 20,", 302호 (우면동)",입시.검정 및 보습,보통교과,,보습,30,9,,Y,N,6765,개원,20210602,,99991231,20210602,20231018
교습소,3000039262,김대장수학교습소,서울특별시 서초구 반포대로 287,", 235호 (반포동, 래미안퍼스티지 중심상가)",입시.검정 및 보습,보통교과,,보습,8,6,,Y,N,6547,개원,20210621,,99991231,20210621,20231018
교습소,3000039277,라곰플루트교습소,서울특별시 서초구 사임당로 158,", 212호 (서초동, 리더스원 상가)",예능(대),,플루트(초급)1,,34,2,"플루트(초급)1:160000, 플루트(초급)2:180000, 플루트(초급)3:200000, 플루트(초급)4:240000, 플루트(초급)5:260000, 플루트(중급)1:280000, 플루트(중급)2:300000, 플루트(중급)3:320000, 플루트(중급)4:360000, 플루트(중급)5:380000, 플루트(중급)6:480000, 플루트(중급)7:500000, 플루트(중급)8:520000, 플루트(중급)9:540000, 플루트(중급)10:560000, 플루트(입시)1:600000, 플루트(입시)2:640000, 플루트(중급)11:580000, 플루트(초급)6:250000, 플루트(중급)12:340000",Y,N,6629,개원,20210628,,99991231,20210628,20231018
학원,3000039312,강한수학학원,서울특별시 서초구 서초대로 35,", 2층 (방배동, 한양빌라)",입시.검정 및 보습,보통교과,보습,보습,70,69,,Y,N,6570,개원,20210702,,99991231,20210702,20240225
교습소,3000039314,리드인서초내곡포레스타논술교습소,서울특별시 서초구 헌릉로8길 9-8,", 4층 403호 (내곡동, 내곡플라자)",입시.검정 및 보습,보통교과,논술,보습?논술,15,5,"논술:150000, 논술:200000, 논술:120000",Y,N,6800,개원,20210702,,99991231,20210702,20231018
교습소,3000039378,멘토링영어교습소,서울특별시 서초구 방배로43길 5,", 217호 (방배동, 삼호아파트)",입시.검정 및 보습,보통교과,,보습,6,6,,Y,N,6556,개원,20210712,,99991231,20210712,20231206
학원,3000039396,스마트해법서초플래그십학원,서울특별시 서초구 사임당로 158,", 215호, 401호, 402호 (서초동, 리더스원 상가)",입시.검정 및 보습,보통교과,보습,보습,934,114,,Y,N,6629,개원,20210714,,99991231,20210714,20231231
학원,3000039400,우승희영어학원,서울특별시 서초구 고무래로8길 8,", 4층 전체 (반포동)",입시.검정 및 보습,보통교과,"보습,",보습,32,74,,Y,N,6593,개원,20210712,,99991231,20210712,20231018
학원,3000039403,입시왕아카데미학원,서울특별시 서초구 서리풀길 4,", 402호 (서초동, 영호빌딩)",입시.검정 및 보습,진학지도,"진학상담지도,",진학상담지도,14,69,,Y,N,6643,개원,20210712,,99991231,20210712,20231018
학원,3000039404,어셔어학원제1별관학원,서울특별시 서초구 사평대로55길 26,", 1~5층 (반포동)",국제화,국제,,어학(성인),740,148,,Y,N,6541,개원,20210712,20230807,20231231,20230915,20231018
학원,3000039418,에그본학원,서울특별시 서초구 사평대로45길 10-25,", 202-2호 (반포동, 베리타스타운)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,26,70,,Y,N,6544,개원,20210715,,99991231,20210715,20231018
교습소,3000039422,아우름영어교습소,서울특별시 서초구 신반포로 177,", 4층 30호 (잠원동, 반포쇼핑타운)",입시.검정 및 보습,보통교과,초등영어,보습,13,8,"초등영어:380000, 중등영어:420000, 고등영어:450000",Y,N,6512,개원,20210713,,99991231,20210713,20231018
학원,3000039429,메타인입시컨설팅학원,서울특별시 서초구 서초대로42길 12,", 2층 (서초동)",입시.검정 및 보습,진학지도,진학상담지도,진학상담지도,49,86,,Y,N,6647,개원,20210713,,99991231,20210713,20240225
학원,3000039446,필즈더클래식서초센터학원,서울특별시 서초구 고무래로10길 17,", 5층 일부 (반포동, 동호빌딩)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,108,102,,Y,N,6593,개원,20210721,,99991231,20210721,20231018
교습소,3000039447,삼성영어셀레나서초우면학습관영어교습소,서울특별시 서초구 태봉로 70,", 301호 (우면동, 우면프라자)",국제화,외국어,Pre-Level,실용외국어(유아/초?중?고),63,9,"Pre-Level:240000, Basic:250000, Inter:260000, Adv:270000, Prep31:280000, 중1:280000, 중2/3:300000",Y,N,6764,개원,20210719,,99991231,20210719,20231018
교습소,3000039453,보네뜨발레교습소,서울특별시 서초구 서운로 207,", 3층 306호 (서초동, 삼호종합상가)",예능(대),예능(중),,무용,36,9,,Y,N,6608,개원,20210719,,99991231,20210719,20240128
학원,3000039455,반석수학신동관학원,서울특별시 서초구 잠원로14길 29,", 207호, 210호 (잠원동, 설악복지쎈타)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,72,72,,Y,N,6515,개원,20210719,,99991231,20210719,20231018
교습소,3000039480,리베플루트교습소,서울특별시 서초구 서초중앙로 238,", 2층 235호 (반포동, 삼호가든쇼핑센타)",예능(대),예능(중),,음악,3,1,,Y,N,6597,개원,20210723,,99991231,20210723,20231126
학원,3000039508,피나클(Pinnacle)학원,서울특별시 서초구 서초중앙로 95,601호(서초동),입시.검정 및 보습,보통교과,,보습?논술,3,69,,Y,N,6650,개원,20210721,,99991231,20210721,20240128
학원,3000039512,큐싸이언스학원,서울특별시 서초구 고무래로10길 10,", 7층 (반포동, 청구빌딩)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,2230,111,,Y,N,6593,개원,20210728,,99991231,20210728,20231018
학원,3000039521,까사데이밤비니서초학원,서울특별시 서초구 서초대로25길 23,", 4층, 5층 (방배동, 르씨엘빌딩)",기타(대),기타(중),"기타(소),",기타(소),78,102,,Y,N,6588,개원,20210726,,99991231,20210726,20231018
교습소,3000039535,토토발레교습소,서울특별시 서초구 방배로 36,", 302호 (방배동, 이삭빌딩)",예능(대),예능(중),무용1,무용,9,9,"무용1:120000, 무용2:120000, 무용3:120000, 무용4:180000",Y,N,6705,개원,20210730,,99991231,20210730,20231018
학원,3000039586,발레뜨망학원,서울특별시 서초구 방배로 215,", 402호 (방배동)",기예(대),기예(중),"무용(전통무용,현대무용),","무용(전통무용,현대무용)",90,46,,Y,N,6562,개원,20210812,,99991231,20210812,20231018
학원,3000039587,백오클래스학원,서울특별시 서초구 방배천로 5-1,", 4층 401호 (방배동)",직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어),","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",148,54,,Y,N,6693,개원,20210811,,99991231,20210811,20231018
학원,3000039588,잠원파인만학원,서울특별시 서초구 반포대로 304,", 701호 (잠원동, 금정빌딩)",입시.검정 및 보습,보통교과,보습?논술,보습?논술,470,120,,Y,N,6509,개원,20210809,,99991231,20210809,20240324
학원,3000039589,미엘린(MYELIN)학원,서울특별시 서초구 고무래로 10-7,", 2층 (반포동, 장성빌딩)",입시.검정 및 보습,보통교과,보습,보습,32,80,,Y,N,6593,개원,20210809,,99991231,20210809,20240225
학원,3000039593,수학전문짱솔학원,서울특별시 서초구 고무래로 6-10,", 5층 일부 (반포동)",입시.검정 및 보습,보통교과,보습?논술,보습?논술,150,127,,Y,N,6593,개원,20210809,,99991231,20210809,20240317
학원,3000039596,라이프어학원,서울특별시 서초구 고무래로10길 8,", 3층전체,4층전체 (반포동)",국제화,외국어,"실용외국어(유아/초?중?고),",실용외국어(유아/초?중?고),273,182,,Y,N,6593,개원,20210812,,99991231,20210812,20231018
교습소,3000039597,이영민피아노교습소,서울특별시 서초구 서초대로65길 13-10,", 205호 (서초동, 서초래미안아파트)",예능(대),예능(중),피아노A,음악,30,4,"피아노A:230000, 피아노B:210000, 피아노C:190000, 피아노D:170000, 피아노E:150000, 피아노F:112500, 피아노G:75000, 피아노H:37500, 입시 1:400000, 입시 2:480000, 피아노I:200000",Y,N,6602,개원,20210810,,99991231,20210810,20240128
교습소,3000039619,로이샘영어교습소,서울특별시 서초구 효령로 230,", 2층 207호 (서초동)",입시.검정 및 보습,보통교과,,보습,15,4,,Y,N,6709,개원,20210819,,99991231,20210819,20231018
교습소,3000039625,더국악교습소,서울특별시 서초구 나루터로 37,", 305호-1 (잠원동, 신사쇼핑센터)",예능(대),예능(중),,음악,45,2,,Y,N,6515,개원,20210823,,99991231,20210823,20231018
학원,3000039654,센트럴한선영어학원,서울특별시 서초구 신반포로 165,", 3층 20~24호, 25호 일부 (잠원동, 반포쇼핑타운)",입시.검정 및 보습,보통교과,,보습?논술,100,69,,Y,N,6512,개원,20210825,,99991231,20210825,20231206
학원,3000039656,수학을삼키다강남관학원,서울특별시 서초구 사임당로 143,", 410호, 411호 (서초동, Cross 143)",입시.검정 및 보습,보통교과,보습?논술,보습?논술,55,71,,Y,N,6624,개원,20210825,,99991231,20210825,20240225
교습소,3000039699,아르떼뮤직음악교습소,서울특별시 서초구 방배로 32,", 2층6호 (방배동, 방배쇼핑센타)",예능(대),예능(중),피아노초급,음악,54,9,"피아노초급:100000, 피아노중급:140000, 피아노초급:120000, 피아노고급:150000, 플룻초급:120000, 플룻고급:150000",Y,N,6715,개원,20210831,,99991231,20210831,20231018
학원,3000039755,최지연국어논술학원,서울특별시 서초구 신반포로 189,", 503호,513호 (잠원동, 반포쇼핑타운)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,79,72,,Y,N,6512,개원,20210831,,99991231,20210831,20231018
교습소,3000039765,서초올마이티수학교습소,서울특별시 서초구 서초대로38길 41-1,", 2층 (서초동)",입시.검정 및 보습,보통교과,수학(중등부),보습,6,3,,Y,N,6656,개원,20210826,,99991231,20210826,20231018
교습소,3000039766,황쌤수학교습소,서울특별시 서초구 신반포로 100,", 206호 (반포동, 래미안 퍼스티지 신반포역상가)",입시.검정 및 보습,보통교과,초등수학,보습,16,4,"초등수학:300000, 초등수학:200000",Y,N,6547,개원,20210902,,99991231,20210902,20231018
학원,3000039778,코너스톤에듀학원,서울특별시 서초구 강남대로18길 10,", 101호, 2층, 301호, 302호 (양재동)",종합(대),,"미술,",,54,304,,Y,N,6779,개원,20210909,,99991231,20210909,20231018
학원,3000039805,연세뮤직아카데미학원,서울특별시 서초구 동산로 65,", 2층 전체 (양재동, 아주빌딩)",예능(대),예능(중),"음악,",음악,60,48,,Y,N,6781,개원,20210907,,99991231,20210907,20231018
교습소,3000039809,수학의탑수학교습소,서울특별시 서초구 방배중앙로15길 38,(방배동),입시.검정 및 보습,보통교과,초1초2,보습,32,4,"초1초2:200000, 초3초4:230000, 초5초6:260000, 중1중2:300000, 중3:350000, 고1:400000, 고2고3(문과):450000, 고2고3(이과):500000",Y,N,6564,개원,20210914,,99991231,20210914,20231018
학원,3000039849,제이제이영어학원,서울특별시 서초구 신반포로 219,", 309호, 411호 (잠원동, 반포쇼핑타운)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,40,72,,Y,N,6512,개원,20210917,,99991231,20210917,20231018
교습소,3000039858,오서진플룻교습소,서울특별시 서초구 나루터로 37,", 3층 308-1호 (잠원동, 신사쇼핑센터)",예능(대),예능(중),,음악,2,2,"플룻:240000, 플룻:240000, 플룻:200000, 플룻:240000, 플룻:240000",Y,N,6515,개원,20210927,,99991231,20210927,20231018
교습소,3000039869,제네시스수학교습소,서울특별시 서초구 신반포로 177,", 4층 26호,27호,28호 (잠원동, 반포쇼핑타운)",입시.검정 및 보습,보통교과,,보습,9,9,,Y,N,6512,개원,20210928,,99991231,20210928,20231018
교습소,3000039878,서초프라임잉글리쉬(Seocho Prime English)영어교습소,서울특별시 서초구 서초대로34가길 52,", 지하2층 1호 (방배동, 방배 서리풀 그랑블)",입시.검정 및 보습,보통교과,초등영어,보습,16,4,"초등영어:320000, 초등영어:280000, 초등영어:320000, 유치영어:140000",Y,N,6663,개원,20210928,,99991231,20210928,20231018
학원,3000039893,뉴파인서초고등관학원,서울특별시 서초구 명달로 54,", 2,3층 (서초동, JRC빌딩)",입시.검정 및 보습,보통교과,보습?논술,보습?논술,315,194,,Y,N,6708,개원,20211001,,99991231,20211001,20231018
학원,3000039894,허쌤수학1관학원,서울특별시 서초구 사평대로 122,", 403호 (반포동, 주영빌딩)",입시.검정 및 보습,보통교과,,보습?논술,48,71,,Y,N,6576,개원,20211001,,99991231,20211001,20231018
교습소,3000039895,조플룻음악교습소,서울특별시 서초구 방배로43길 5,", 2층212호 (방배동, 삼호아파트)",예능(대),예능(중),기초A(플룻),음악,10,9,"기초A(플룻):200000, 기초B(플룻):240000, 기초C(플룻):280000, 입시(플룻):430000, 예술융합:120000",Y,N,6556,개원,20211005,,99991231,20211005,20231018
학원,3000039896,연수학학원,서울특별시 서초구 효령로 182-8,", 3층전체 (방배동, 우진빌딩)",입시.검정 및 보습,보통교과,,보습?논술,73,84,,Y,N,6707,개원,20211005,,99991231,20211005,20231231
학원,3000039915,씨드학원,서울특별시 서초구 바우뫼로7길 16,", 703~705호 (우면동, 대화프라자)",입시.검정 및 보습,보통교과,"보습,",보습,110,82,,Y,N,6762,개원,20211007,,99991231,20211007,20231018
교습소,3000039935,서래기타음악교습소,서울특별시 서초구 방배로43길 5,", 209호 (방배동, 삼호아파트)",예능(대),예능(중),"기타,피아노(중급)",음악,2,3,"기타,피아노(중급):180000",Y,N,6556,개원,20211012,,99991231,20211012,20231018
교습소,3000039949,이룸음악교습소,서울특별시 서초구 신반포로 195,", 414호 일부, 415호 전체 (잠원동, 반포쇼핑타운)",예능(대),예능(중),피아노(초급),음악,15,6,"피아노(초급):160000, 피아노(중급):225000, 피아노(고급):285000",Y,N,6512,개원,20211014,,99991231,20211014,20231018
교습소,3000039950,오쌤국어교습소,서울특별시 서초구 동산로 68,", 3층 303호 (양재동, 창성빌딩)",입시.검정 및 보습,보통교과,,보습,24,8,,Y,N,6784,개원,20211013,,99991231,20211013,20231018
교습소,3000039957,반포한수위수학교습소,서울특별시 서초구 고무래로 6-7,", 502호 (반포동, 경화빌딩)",입시.검정 및 보습,보통교과,,보습,6,6,,Y,N,6593,개원,20211015,,99991231,20211015,20231018
교습소,3000039965,지수학교습소,서울특별시 서초구 동산로 54,", 301호 일부 (양재동, 시온빌라)",입시.검정 및 보습,보통교과,수학초등,보습,108,9,"수학초등:230000, 수학초등:230000, 수학(1,2학년):190000, 수학중등:270000, 수학중등:295000, 수학중등:255000, 수학고등:330000, 수학초등:210000, 수학초등:170000, 수학중등:270000, 수학중등:245000, 수학중등:230000",Y,N,6784,개원,20211018,,99991231,20211018,20231018
학원,3000039987,퍼스트바리스타제과제빵학원,서울특별시 서초구 서초대로77길 61,", 3층전체,4층일부 (서초동, S&G TOWER 서초)",직업기술,산업응용기술,,"식음료품(바리스타,소믈리에)",450,150,,Y,N,6611,개원,20211021,,99991231,20211021,20231018
학원,3000039989,원컴퍼니2020학원,서울특별시 서초구 방배로 140,", 2층 (방배동)",기타(대),기타(중),,연극,15,64,,Y,N,6664,개원,20211021,,99991231,20211021,20231018
학원,3000039998,필립컬리짓(PHILPCOLLEGIATE)학원,서울특별시 서초구 바우뫼로7길 19,", 3층일부, 4층일부 (우면동, 명승빌딩)",국제화,외국어,실용외국어(유아/초?중?고),실용외국어(유아/초?중?고),790,158,,Y,N,6762,개원,20211022,,99991231,20211022,20240317
학원,3000039999,아테네학당논술학원,서울특별시 서초구 방배로37길 27,", 1층일부, 2층일부 (방배동)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,110,86,,Y,N,6561,개원,20211022,,99991231,20211022,20231018
학원,3000040000,JYDMC연기학원,서울특별시 서초구 나루터로 60,", 60A호 (잠원동, 정원빌딩)",기타(대),기타(중),,연극,6,68,,Y,N,6527,개원,20211020,,99991231,20211020,20231018
학원,3000040001,영렘브란트서초센터학원,서울특별시 서초구 사임당로 151,", 307호, 308호 (서초동, 대한무지개종합상가)",예능(대),예능(중),,미술,6,38,,Y,N,6624,개원,20211021,,99991231,20211021,20231018
학원,3000040005,다이노잉글리쉬학원,서울특별시 서초구 남부순환로339길 63,", 3층 일부 (서초동, 닥솔빌딩)",입시.검정 및 보습,보통교과,보습,보습,96,73,,Y,N,6721,개원,20211025,,99991231,20211025,20240317
학원,3000040041,더드림댄스스튜디오학원,서울특별시 서초구 강남대로 222-4,", 2층 (양재동)",기타(대),기타(중),"기타(소),",기타(소),2,87,,Y,N,6736,개원,20211018,,99991231,20211018,20231018
학원,3000040054,한올국어학원,서울특별시 서초구 동작대로 172,", 201호 (방배동, 왕실빌딩)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,280,167,,Y,N,6559,개원,20211101,,99991231,20211101,20231018
교습소,3000040083,조스영어(Jo's 영어)교습소,서울특별시 서초구 신반포로 213,", 2층 4호, 4-1호 (잠원동, 반포쇼핑타운)",입시.검정 및 보습,보통교과,초등영어,보습,27,6,"초등영어:450000, 중등영어:500000, 고등영어:600000",Y,N,6512,개원,20211015,,99991231,20211015,20240317
학원,3000040119,신나라음악학원,서울특별시 서초구 서초대로19길 120,", 2층 (방배동)",예능(대),예능(중),음악,음악,72,42,,Y,N,6562,개원,20211110,,99991231,20211110,20240324
학원,3000040120,비욘드코딩2관학원,서울특별시 서초구 서래로2길 27,", 3층 (반포동)",기타(대),기타(중),"컴퓨터(소),",컴퓨터(소),70,63,,Y,N,6580,개원,20211108,,99991231,20211108,20231018
학원,3000040137,라인아트미술학원,서울특별시 서초구 서초대로78길 26,", 8층 (서초동, 강남선인빌딩)",예능(대),예능(중),"미술,",미술,42,66,,Y,N,6621,개원,20211112,,99991231,20211112,20231018
교습소,3000040146,라빈스잉글리쉬프렙(Robin'sEnglishPrep)영어교습소,서울특별시 서초구 사임당로 158,", 218호 (서초동, 리더스원 상가)",입시.검정 및 보습,보통교과,영어,보습,23,5,,Y,N,6629,개원,20211112,,99991231,20211112,20231018
학원,3000040147,반포발레아카데미학원,서울특별시 서초구 사평대로28길 22,", 2층일부 (반포동)",예능(대),예능(중),"무용,",무용,180,69,,Y,N,6577,개원,20211027,,99991231,20211027,20231018
학원,3000040148,자라다남아미술학원,서울특별시 서초구 서초중앙로31길 14-9,", 2층전체 (반포동)",예능(대),예능(중),,미술,10,57,,Y,N,6593,개원,20211028,,99991231,20211028,20231018
학원,3000040149,빅클래스원격교습학원,서울특별시 서초구 강남대로39길 15-9,", 401호 (서초동, 브니엘빌딩)",기타(대),기타(중),"기타(소),",기타(소),39996,0,,Y,N,6735,개원,20211101,,99991231,20211101,20231018
학원,3000040159,생각하는황소서초4관학원,서울특별시 서초구 효령로 398,", 3층 전체, 4층 일부 (서초동, 서초 케이미 빌딩)",입시.검정 및 보습,보통교과,보습?논술,보습?논술,300,205,,Y,N,6727,개원,20211111,,99991231,20211111,20231119
학원,3000040193,상상로스쿨학원,서울특별시 서초구 강남대로53길 12,", 4층 401~404호,5층 501~505호(서초동)",인문사회(대),인문사회(중),"대학편입,",대학편입,1950,219,,Y,N,6626,개원,20211122,,99991231,20211122,20231018
학원,3000040205,쌤아카데미원격학원,서울특별시 서초구 사임당로 58,", 지하1층 A115호 (서초동, 제일빌딩)",국제화,국제,"어학(성인),",어학(성인),56,1,,Y,N,6640,개원,20211124,,99991231,20211124,20231018
학원,3000040226,선별영어학원,서울특별시 서초구 성촌1길 12,", 304호 (우면동, 우면삼성프라자-2)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,100,74,,Y,N,6765,개원,20211126,,99991231,20211126,20231018
학원,3000040274,중심학원,서울특별시 서초구 효령로 398,", 4층 일부 (서초동, 서초 케이미 빌딩)",입시.검정 및 보습,보통교과,보습?논술,보습?논술,700,70,,Y,N,6727,개원,20211202,,99991231,20211202,20231119
교습소,3000040282,미쌤영어교습소,서울특별시 서초구 동광로12가길 21,", 2층 (방배동)",입시.검정 및 보습,보통교과,영어(초등A),보습,48,8,"영어(초등A):300000, 영어(초등B):330000, 영어(중등):350000, 영어(고등):450000, 영어(고등):500000, 영어(고등):400000",Y,N,6568,개원,20211206,,99991231,20211206,20231018
학원,3000040296,홀가크리스천아카데미학원,서울특별시 서초구 바우뫼로7길 3,", 3층 4층 (우면동, 중평빌딩)",종합(대),,"보습?논술,",,435,225,,Y,N,6762,개원,20211208,,99991231,20211208,20231018
교습소,3000040307,베니의키즈잉글리시(Kids English)영어교습소,서울특별시 서초구 사임당로 151,", 2층 21호 (서초동, 대한무지개종합상가)",국제화,외국어,초급영어,실용외국어(유아/초?중?고),12,3,"초급영어:175000, 중급영어:175000, 상급영어:300000, 복습:113000",Y,N,6624,개원,20211201,,99991231,20211201,20231018
교습소,3000040308,아르떼에비뉴영어교습소,서울특별시 서초구 방배로42길 7,", 2층 좌측 (방배동)",국제화,외국어,실용외국어,실용외국어(유아/초?중?고),16,4,"실용외국어:390000, 실용외국어:390000, 실용외국어:440000, 실용외국어:180000",Y,N,6574,개원,20211202,,99991231,20211202,20231018
학원,3000040340,리오베플라워학원,서울특별시 서초구 사평대로55길 29,", 2층 (반포동)",기예(대),기예(중),"공예(종이접기,꽃꽂이,꽃기예)","공예(종이접기,꽃꽂이,꽃기예)",124,60,,Y,N,6542,개원,20211208,,99991231,20211208,20240128
교습소,3000040354,딥딥잉글리시(DEEPDEEPENGLISH)영어교습소,서울특별시 서초구 사평대로 150,", 205호 (반포동, 궁전상가)",입시.검정 및 보습,보통교과,영어,보습,28,5,"영어:200000, 영어:250000, 영어:300000, 영어:320000, 영어:400000, 중등영어:600000, 방학특강(영어):980000",Y,N,6578,개원,20211213,,99991231,20211213,20231018
학원,3000040357,베리타스원격학원,서울특별시 서초구 강남대로53길 8,", 10층 20-2호 (서초동, 스타크 강남빌딩)",종합(대),,"진학상담지도,실용외국어(유아/초?중?고),",,6,1,,Y,N,6621,개원,20211213,,99991231,20211213,20231018
교습소,3000040377,빅토리아영어교습소,서울특별시 서초구 동광로 1,", 403호 (방배동, 대양빌딩)",입시.검정 및 보습,보통교과,,보습,40,8,"영어:350000, 영어:400000, 영어:450000, 영어:500000, 영어:550000, 영어특강:33600, 영어특강:50000",Y,N,6560,개원,20211215,,99991231,20211215,20231018
학원,3000040381,림박프랑스어학원,서울특별시 서초구 서초대로 346,", 302호 (서초동, 서초동 동아빌라트)",국제화,국제,번역(성인),번역(성인),84,105,,Y,N,6631,개원,20211215,,99991231,20211215,20231113
학원,3000040424,페이머스댄스학원,서울특별시 서초구 방배천로16길 17,", 1층 (방배동)",기예(대),기예(중),댄스,댄스,1776,48,,Y,N,6677,개원,20211220,,99991231,20211220,20231119
학원,3000040441,모스톤(mosTone)보컬아카데미학원,서울특별시 서초구 효령로31길 10,", 2층 전체 (방배동, 나이스빌)",기예(대),기예(중),"실용음악(성악),",실용음악(성악),20,67,,Y,N,6686,개원,20211215,,99991231,20211215,20231018
학원,3000040466,이룸아나운서스피치아카데미학원,서울특별시 서초구 신반포로 325,", 202호 (잠원동, 반포빌딩)",기예(대),,,,77,47,,Y,N,6531,개원,20211222,,99991231,20211222,20231018
학원,3000040480,책읽기와글쓰기리딩엠서초사임당학원,서울특별시 서초구 사임당로 143,", 314호,315호 (서초동, Cross 143)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,24,70,,Y,N,6624,개원,20211223,,99991231,20211223,20231018
학원,3000040481,멘토학원,서울특별시 서초구 서초대로42길 92,", 2층 (서초동)",입시.검정 및 보습,진학지도,,진학상담지도,1,78,,Y,N,6649,개원,20211227,,99991231,20211227,20231018
학원,3000040489,퍼스트액터스학원,서울특별시 서초구 효령로 304,10층 44호~64호,기타(대),기타(중),,연극,393,131,,Y,N,6720,개원,20211217,,99991231,20211217,20231018
학원,3000040499,제이포커스잉글리시방배1관학원,서울특별시 서초구 동광로 67,", 2층 (방배동)",입시.검정 및 보습,보통교과,,보습?논술,70,82,,Y,N,6561,개원,20211227,,99991231,20211227,20231018
학원,3000040510,리틀핑거스(Little Fingers)학원,서울특별시 서초구 서초중앙로31길 14-11,", 5층 (반포동)",예능(대),예능(중),,음악,114,38,,Y,N,6593,개원,20211229,,99991231,20220105,20240317
